,score
38919,-2.0
39013,-1.0
39050,-1.0
39168,-2.0
39181,-1.0
39315,-6.0
39326,-3.0
39515,-2.0
39524,-1.0
39603,-4.0
39619,-1.0
39913,-1.0
39934,-1.0
40016,-1.0
40380,-5.0
40450,-7.0
40629,-4.0
40665,-2.0
40769,-1.0
40779,-3.0
41004,-3.0
41006,-1.0
41039,-2.0
41313,-1.0
41476,-1.0
41501,-1.0
41751,-2.0
41805,-1.0
41851,-2.0
41902,-1.0
41928,-2.0
41959,-4.0
41963,-2.0
41965,-3.0
42064,-3.0
42237,-2.0
42497,-2.0
42524,-3.0
42550,-2.0
42660,-1.0
42762,-1.0
42865,-1.0
42870,-1.0
42876,-1.0
42895,-1.0
42926,-3.0
43041,-3.0
43270,-2.0
43622,-1.0
43745,-4.0
43861,-6.0
44241,-4.0
44293,-1.0
44324,-1.0
44379,-1.0
44400,-1.0
44482,-4.0
44494,-1.0
44559,-4.0
44568,-3.0
44709,-2.0
44867,-2.0
44933,-1.0
44955,-11.0
44959,-2.0
45203,-1.0
45290,-2.0
45314,-1.0
45474,-1.0
45490,-1.0
45517,-1.0
45590,-2.0
45862,-1.0
46167,-1.0
46194,-4.0
46211,-1.0
46251,-2.0
46328,-1.0
46642,-2.0
46758,-2.0
46767,-2.0
47135,-1.0
47215,-2.0
47376,-2.0
47759,-2.0
47788,-1.0
47870,-2.0
48026,-1.0
48047,-3.0
48328,-2.0
48421,-2.0
48542,-1.0
48653,-2.0
48673,-2.0
48706,-2.0
48822,-1.0
49170,-3.0
49264,-1.0
49512,-3.0
49535,-2.0
49677,-4.0
49684,-1.0
49781,-2.0
49785,-1.0
49871,-3.0
50040,-1.0
50153,-1.0
50174,-1.0
50285,-3.0
50292,-1.0
50551,-2.0
51078,-2.0
51553,-2.0
51896,-4.0
52027,-4.0
52261,-1.0
52325,-1.0
52348,-2.0
53004,-2.0
53123,-2.0
55767,-3.0
55907,-2.0
55948,-2.0
56096,-4.0
56147,-1.0
56186,-4.0
57035,-1.0
57754,-2.0
57959,-1.0
58028,-1.0
58182,-1.0
58196,-1.0
58518,-1.0
58782,-1.0
58981,-1.0
59105,-1.0
59199,-2.0
59267,-1.0
59371,-3.0
59490,-3.0
59528,-1.0
59544,-1.0
59566,-3.0
59817,-1.0
60045,-1.0
60388,-2.0
60767,-2.0
60791,-6.0
60930,-1.0
60938,-2.0
60939,-2.0
61032,-1.0
61296,-7.0
61407,-2.0
61423,-3.0
61536,-2.0
61614,-2.0
61713,-1.0
61762,-2.0
61899,-2.0
62035,-2.0
62069,-1.0
62092,-3.0
62185,-2.0
62799,-1.0
63005,-2.0
63134,-1.0
63226,-4.0
63333,-2.0
63347,-1.0
63652,-3.0
64006,-2.0
64039,-2.0
64043,-2.0
64062,-1.0
64075,-1.0
64092,-1.0
64112,-3.0
64124,-2.0
64138,-5.0
64179,-2.0
64202,-4.0
64232,-3.0
64252,-2.0
64278,-3.0
64283,-3.0
64290,-3.0
64299,-2.0
64327,-3.0
64494,-3.0
64706,-1.0
64874,-1.0
66261,-1.0
66921,-1.0
67759,-1.0
67787,-2.0
67902,-1.0
67903,-1.0
68013,-4.0
68272,-1.0
68354,-3.0
68405,-6.0
68719,-1.0
68979,-3.0
69592,-1.0
69676,-1.0
69826,-4.0
69866,-1.0
69889,-3.0
69919,-1.0
70135,-1.0
70924,-1.0
70928,-3.0
70955,-2.0
71015,-1.0
71075,-1.0
71160,-2.0
71169,-1.0
71175,-2.0
71219,-2.0
71244,-1.0
71304,-1.0
71388,-2.0
71602,-3.0
71971,-2.0
71979,-2.0
72091,-2.0
72134,-4.0
72264,-1.0
72507,-3.0
72552,-1.0
72568,-3.0
72596,-9.0
72721,-2.0
72834,-3.0
72968,-1.0
73050,-1.0
73144,-4.0
73252,-2.0
73420,-8.0
73548,-1.0
73827,-2.0
73858,-1.0
74024,-3.0
74076,-3.0
74115,-1.0
74206,-2.0
